1.000000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000021661546181519e+02,3.812936591674097580e-03,0.000000000000000000e+00,0.000000000000000000e+00,-4.475600823326554220e-03,0.000000000000000000e+00,0.000000000000000000e+00,-8.829716013624389070e-02,0.000000000000000000e+00,9.999927700510284012e+00,0.000000000000000000e+00,-4.148494841414186035e-02
1.000125691285507230e+02,-2.208665923396674509e-04,0.000000000000000000e+00,0.000000000000000000e+00,-1.692367922949107248e-02,0.000000000000000000e+00,0.000000000000000000e+00,-1.554529765485084258e-01,0.000000000000000000e+00,1.999978494122037631e+01,0.000000000000000000e+00,-1.662189532270228476e-01
1.000319237020697472e+02,-8.766518094913708023e-03,0.000000000000000000e+00,0.000000000000000000e+00,-3.426037013870126408e-02,0.000000000000000000e+00,0.000000000000000000e+00,-1.847974425509212315e-01,0.000000000000000000e+00,2.999968103723591639e+01,0.000000000000000000e+00,-3.768807032672052415e-01
1.000606407931621504e+02,-1.785765307549734907e-02,0.000000000000000000e+00,0.000000000000000000e+00,-5.258057074486298388e-02,0.000000000000000000e+00,0.000000000000000000e+00,-1.763070107637836892e-01,0.000000000000000000e+00,3.999967067545964028e+01,0.000000000000000000e+00,-6.777290473329959930e-01
1.000988551605264547e+02,-2.435965219107971008e-02,0.000000000000000000e+00,0.000000000000000000e+00,-6.864912331375223886e-02,0.000000000000000000e+00,0.000000000000000000e+00,-1.423816754766064341e-01,0.000000000000000000e+00,4.999972699943435828e+01,0.000000000000000000e+00,-1.072802270897110111e+00
1.001466479427327556e+02,-2.679137490832173354e-02,0.000000000000000000e+00,0.000000000000000000e+00,-8.079598365102463875e-02,0.000000000000000000e+00,0.000000000000000000e+00,-1.007251117579954225e-01,0.000000000000000000e+00,5.999979580695302417e+01,0.000000000000000000e+00,-1.564639808945244237e+00
1.002039125669459594e+02,-2.539629589243885127e-02,0.000000000000000000e+00,0.000000000000000000e+00,-8.907183983920040349e-02,0.000000000000000000e+00,0.000000000000000000e+00,-6.702184850170642139e-02,0.000000000000000000e+00,6.999986502185670645e+01,0.000000000000000000e+00,-2.153830099138535292e+00
1.002705362479926237e+02,-2.162135948289043916e-02,0.000000000000000000e+00,0.000000000000000000e+00,-9.479055374858694205e-02,0.000000000000000000e+00,0.000000000000000000e+00,-5.037461901881520182e-02,0.000000000000000000e+00,8.000000638380495843e+01,0.000000000000000000e+00,-2.839312136677341947e+00
1.003461993901268272e+02,-1.733211401439090082e-02,0.000000000000000000e+00,0.000000000000000000e+00,-9.977374895787732845e-02,0.000000000000000000e+00,0.000000000000000000e+00,-5.189846966260795724e-02,0.000000000000000000e+00,9.000037343073690010e+01,0.000000000000000000e+00,-3.619147882456222654e+00
1.004307427886903952e+02,-1.408876495277138798e-02,0.000000000000000000e+00,0.000000000000000000e+00,-1.056167459785069124e-01,0.000000000000000000e+00,0.000000000000000000e+00,-6.639436495224734780e-02,0.000000000000000000e+00,1.000011475746574092e+02,0.000000000000000000e+00,-4.491391380947235668e+00
1.005239600077373296e+02,-1.270349923295279251e-02,0.000000000000000000e+00,0.000000000000000000e+00,-1.132143802391402526e-01,0.000000000000000000e+00,0.000000000000000000e+00,-8.565951553279578523e-02,0.000000000000000000e+00,1.100024884591215653e+02,0.000000000000000000e+00,-5.454729292429958853e+00
1.006259132993499037e+02,-1.316836055235659150e-02,0.000000000000000000e+00,0.000000000000000000e+00,-1.226488288380392505e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.020786508485489186e-01,0.000000000000000000e+00,1.200044899433196690e+02,0.000000000000000000e+00,-6.508759621610131774e+00
